,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,has_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,living_area,suburb,rural
35,9547205180,2014,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,1,1930,1,98115,47.6827,-122.31,1590,3264,1.4465408805031446,0.0,0.0
36,9435300030,2014,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,1,1933,0,98052,47.6621,-122.132,2160,11467,0.7685185185185185,1.0,0.0
37,2768000400,2014,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,1.3641618497109826,0.0,0.0
38,7895500070,2015,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,1,1969,0,98001,47.3341,-122.282,1290,7800,0.9457364341085271,1.0,0.0
39,2078500320,2014,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,1.0,1.0,0.0
40,5547700270,2014,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,1.040485829959514,1.0,0.0
41,7766200013,2014,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1,1984,0,98166,47.445,-122.347,2410,30617,1.7510373443983402,1.0,0.0
42,7203220400,14,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,0.9917241379310345,1.0,0.0
43,9270200160,2014,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,0.9936708860759493,0.0,0.0
44,1432701230,2014,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,1,1959,0,98058,47.4485,-122.175,1340,8808,0.9552238805970149,1.0,0.0
45,8035350320,2014,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,1.0360655737704918,0.0,1.0
46,8945200830,2015,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,0.8061889250814332,1.0,0.0
47,4178300310,2014,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,0.8544776119402985,1.0,0.0
48,9215400105,2015,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,1.288659793814433,0.0,0.0
49,822039084,2015,1350000.0,3,2.5,2753,65005,1.0,1,1,5,9,2165,1,1953,0,98070,47.4041,-122.451,2680,72513,1.0272388059701492,1.0,0.0
50,5245600105,2014,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,1.0,1.0,0.0
51,7231300125,2015,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1,1966,0,98056,47.4934,-122.189,1990,9133,1.5829145728643217,1.0,0.0
52,7518505990,2014,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,1,1950,0,98117,47.6808,-122.384,1410,4080,1.0,0.0,0.0
53,3626039271,15,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,1,1981,0,98117,47.6989,-122.369,1480,6738,1.337837837837838,0.0,0.0
54,4217401195,15,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,1,1927,0,98105,47.6571,-122.281,2730,6000,1.0,0.0,0.0
55,9822700295,2014,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,1.4512820512820512,0.0,0.0
56,9478500640,2014,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,1.0,1.0,0.0
57,2799800710,15,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,0.8996282527881041,1.0,0.0
58,7922800400,2014,951000.0,5,3.25,3250,14342,2.0,0,1,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,1.097972972972973,1.0,0.0
59,8079040320,2015,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,0.8149779735682819,1.0,0.0
60,1516000055,2014,650000.0,3,2.25,2150,21235,1.0,0,1,4,8,1590,1,1959,0,98166,47.4336,-122.339,2570,18900,0.8365758754863813,1.0,0.0
61,9558200045,2014,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0.9767441860465116,1.0,0.0
62,5072410070,2014,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,1.0076,1.0,0.0
63,9528102996,2014,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,0.9746835443037974,0.0,0.0
64,1189001180,14,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,1,1979,0,98122,47.6113,-122.297,1440,4080,1.1527777777777777,0.0,0.0
65,3253500160,2014,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1,1925,0,98144,47.5747,-122.304,1440,4000,1.9236111111111112,0.0,0.0
66,3394100030,14,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,0.9890909090909091,1.0,0.0
67,3717000160,2014,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,1.0085547050877983,1.0,0.0
68,1274500060,2014,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,0.9900990099009901,1.0,0.0
69,1802000060,2014,1330000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1,1965,0,98004,47.6303,-122.215,3390,20158,0.943952802359882,1.0,0.0
71,1049000060,15,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,0.7682926829268293,1.0,0.0
72,8820901275,2014,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,1,1916,0,98125,47.7168,-122.287,1510,7807,1.8211920529801324,0.0,0.0
73,5416510140,2014,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,0.9834710743801653,0.0,1.0
74,3444100400,2015,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,1,1965,0,98042,47.3511,-122.073,1940,50529,0.9226804123711341,1.0,0.0
75,3276920270,2014,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1,1986,0,98075,47.5822,-121.987,3240,35020,1.058641975308642,1.0,0.0
76,4036801170,2014,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,1,1956,0,98008,47.6034,-122.125,1680,7500,1.0476190476190477,1.0,0.0
77,2391600320,2015,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,1.1685393258426966,0.0,0.0
78,6300000287,14,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,1,1956,0,98133,47.7073,-122.34,1130,5693,1.247787610619469,0.0,0.0
79,1531000030,2015,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,1.0298507462686568,0.0,1.0
80,5104520400,2014,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,1.0,0.0,1.0
81,7437100340,2014,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,1.0160427807486632,0.0,1.0
82,9418400240,2014,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1,1948,0,98118,47.5474,-122.291,1720,6720,1.1744186046511629,0.0,0.0
83,1523059105,2015,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,0.9081081081081082,1.0,0.0
84,1133000671,14,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0.6114649681528662,0.0,0.0
85,4232902595,2014,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,1,1925,0,98119,47.6337,-122.365,2020,4800,1.0594059405940595,0.0,0.0
86,2599001200,2014,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,1.6729559748427674,0.0,1.0
87,3342103156,2014,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,1,2006,0,98056,47.5228,-122.199,1900,7349,1.4578947368421054,1.0,0.0
88,1332700270,2014,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,0.8256410256410256,1.0,0.0
89,3869900162,14,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,1,2006,0,98136,47.5394,-122.387,1030,1106,1.0,0.0,0.0
90,2791500270,2014,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,1.0,1.0,0.0
91,5036300431,2015,1100000.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,1.3968253968253967,0.0,0.0
92,4168000060,2015,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,0.8888888888888888,1.0,0.0
93,6021501535,2014,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,1,1939,0,98117,47.687,-122.386,1570,4500,1.0063694267515924,0.0,0.0
94,6021501535,2014,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,1,1939,0,98117,47.687,-122.386,1570,4500,1.0063694267515924,0.0,0.0
95,1483300570,14,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,1,1946,0,98040,47.5873,-122.249,1950,6045,1.6923076923076923,1.0,0.0
96,3422049190,2015,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,1.12,1.0,0.0
97,1099611230,2014,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,1.0,1.0,0.0
98,722079104,2014,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,1,1980,0,98038,47.4109,-121.958,1650,135036,1.096969696969697,0.0,1.0
99,7338200240,2014,437500.0,3,2.5,2320,36847,2.0,0,1,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,0.9098039215686274,0.0,1.0
100,1952200240,2014,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,1,1910,0,98102,47.6415,-122.315,2200,4500,0.9409090909090909,0.0,0.0
101,5200100125,2014,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,1,1929,0,98117,47.6775,-122.372,1610,3478,1.2298136645962734,0.0,0.0
102,7214720075,2014,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,0.8521400778210116,1.0,0.0
103,2450000295,2014,1090000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,1,98004,47.5814,-122.196,2370,8113,1.2320675105485233,1.0,0.0
104,6197800045,2014,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0.7378048780487805,1.0,0.0
105,1328310370,15,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,1,1978,0,98058,47.4431,-122.133,2250,8162,1.04,1.0,0.0
106,546000875,2014,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,1,1939,0,98117,47.6878,-122.38,1240,4005,1.346774193548387,0.0,0.0
107,3530510041,2014,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,0.9763779527559056,1.0,0.0
108,1853000400,15,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,1.0501672240802675,1.0,0.0
109,3134100116,2014,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,0.812,1.0,0.0
110,9545230140,2014,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,1.190721649484536,0.0,1.0
111,3362400511,15,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,1,1905,0,98103,47.6823,-122.349,1380,3536,0.9130434782608695,0.0,0.0
112,2525310310,2014,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,0,1980,0,98038,47.3624,-122.031,1540,11656,1.0,0.0,1.0
113,6126500060,2014,329950.0,3,1.75,2080,5969,1.0,0,1,3,7,1080,1,1971,0,98108,47.5474,-122.295,2090,5500,0.9952153110047847,0.0,0.0
114,8961960160,2014,480000.0,4,2.5,3230,16171,2.0,0,1,3,9,2520,1,2001,0,98001,47.3183,-122.253,2640,8517,1.2234848484848484,1.0,0.0
115,3626039325,2014,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,0,1900,0,98117,47.6981,-122.368,1830,6350,2.3934426229508197,0.0,0.0
116,3362400431,2014,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,0.9814814814814815,0.0,0.0
117,4060000240,2014,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,0.7394957983193278,1.0,0.0
118,3454800060,15,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0.8351063829787234,1.0,0.0
119,1695900060,2015,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,1.0,0.0,0.0
120,7278700070,15,660000.0,3,2.5,2400,6474,1.0,0,1,3,8,1560,1,1964,0,98177,47.7728,-122.386,2340,10856,1.0256410256410255,1.0,0.0
121,6675500070,2014,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,0.9177215189873418,1.0,0.0
122,3626039187,15,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,0.4502923976608187,0.0,0.0
123,3524049083,2014,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,1,1924,0,98118,47.5299,-122.266,1850,4400,1.135135135135135,0.0,0.0
124,3275860240,2014,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,1.0777777777777777,1.0,0.0
125,4389200955,15,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,1,1914,0,98004,47.6141,-122.212,3060,11275,0.8986928104575164,1.0,0.0
126,4058801670,2014,445000.0,3,2.25,2100,8201,1.0,0,1,3,8,1620,1,1967,0,98178,47.5091,-122.244,2660,8712,0.7894736842105263,1.0,0.0
127,8732020310,2014,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,1,1978,0,98023,47.3129,-122.39,2090,8400,1.0334928229665072,1.0,0.0
128,2331300505,2014,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,1,1926,0,98103,47.6763,-122.352,1700,4960,1.3647058823529412,0.0,0.0
129,7853210060,15,430000.0,4,2.5,2070,4310,2.0,0,1,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,1.0507614213197969,0.0,1.0
130,3668000070,15,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,0.7464788732394366,0.0,1.0
131,9545240070,2015,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,1,1986,0,98027,47.5343,-122.054,2060,9793,0.9757281553398058,0.0,1.0
132,1243100136,2014,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1,1989,0,98052,47.697,-122.072,2480,88500,1.592741935483871,1.0,0.0
133,8929000270,2014,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,1,2014,0,98029,47.5517,-121.998,1690,1662,1.1893491124260356,1.0,0.0
134,2767602356,2015,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,1.3896103896103895,0.0,0.0
135,921049315,2014,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,0.8516129032258064,1.0,0.0
136,3655000070,14,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1,1968,0,98003,47.3309,-122.299,1750,8140,1.1542857142857144,1.0,0.0
137,4027700812,2014,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1,1968,0,98028,47.7689,-122.266,1550,10436,1.6709677419354838,1.0,0.0
138,3992700335,14,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,1.1226415094339623,0.0,0.0
139,2767603505,14,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,0.8666666666666667,0.0,0.0
140,4232901525,2014,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,0.9487179487179487,0.0,0.0
141,1777500060,14,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1,1968,0,98006,47.5707,-122.128,2820,9375,1.0,1.0,0.0
142,1432900240,15,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,1,1962,0,98058,47.4563,-122.171,1610,8579,1.0,1.0,0.0
143,6140100875,2015,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,1,1923,0,98133,47.7144,-122.351,1560,7940,0.6794871794871795,0.0,0.0
144,6071600370,2015,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,1,1961,0,98006,47.5495,-122.174,2230,8824,0.9103139013452914,1.0,0.0
146,809001525,2014,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,1,1905,0,98109,47.6354,-122.353,2200,4000,1.1590909090909092,0.0,0.0
147,3224079105,14,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,1.2474226804123711,0.0,1.0
148,8075400570,2014,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1,1960,0,98032,47.3887,-122.286,1360,18000,1.661764705882353,1.0,0.0
149,1994200024,2014,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,1,1947,0,98103,47.6873,-122.336,1450,4599,0.9862068965517241,0.0,0.0
150,3362900810,2014,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,0.9066666666666666,0.0,0.0
151,1324300398,15,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,0.7816901408450704,0.0,0.0
152,537000445,2015,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,0.7440476190476191,1.0,0.0
154,7920100045,2014,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,0.693069306930693,0.0,0.0
155,8960000030,2014,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,0.9915966386554622,1.0,0.0
156,6388930390,2014,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1,1996,0,98056,47.525,-122.172,2640,13675,1.5,1.0,0.0
157,8731900200,14,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1,1967,0,98023,47.3135,-122.369,1980,7875,1.3333333333333333,1.0,0.0
158,8029200135,2014,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,1,98022,47.2086,-121.996,1160,7198,1.0948275862068966,0.0,1.0
159,1081200350,2014,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,1.0173410404624277,1.0,0.0
160,84000105,14,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1,1962,0,98146,47.4877,-122.335,1010,11680,2.0396039603960396,1.0,0.0
161,3756500060,15,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,1.4833333333333334,1.0,0.0
162,7215720160,15,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,1.0,1.0,0.0
163,3574800520,2014,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,1,1979,0,98034,47.7319,-122.224,1710,8152,1.1169590643274854,1.0,0.0
164,2617300160,2014,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1,1975,0,98027,47.4582,-122.023,2110,36590,0.957345971563981,0.0,1.0
165,2558660270,2014,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,1,1976,0,98034,47.7209,-122.168,1640,7500,0.9634146341463414,1.0,0.0
166,2009000370,2015,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,1,1949,0,98198,47.408,-122.327,1830,9750,0.73224043715847,1.0,0.0
167,1836980160,2015,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,0.9178082191780822,1.0,0.0
168,3261020370,14,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1,1979,0,98034,47.7028,-122.231,2480,8750,1.0806451612903225,1.0,0.0
